matchId,blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamTotalGold,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin,diffMinionsKilled,diffJungleMinions,diffTotalGold,diffTotalKills,diffXp,diffTotalDamageToChamps,diffDragonKills,diffHeraldKills,diffTowersDestroyed,diffInhibitorsDestroyed,diffTurretPlatesDestroyed
EUN1_3573626112',4,25,6,0,0,0,0,7,0,364,106,25134,29951,31090,3,39,16,1,0,0,0,1,356,94,28794,32075,36019,0,8,12,-3660,-10,-2124,-4929,-1,0,0,0,6
EUN1_3572039917',2,28,10,0,0,0,0,9,0,338,68,25900,27307,27432,1,22,22,2,0,1,0,1,389,68,31021,31187,46363,0,-51,0,-5121,-12,-3880,-18931,-2,0,-1,0,8
EUN1_3568296928',6,31,11,2,0,2,0,7,1,408,98,28147,30418,22234,4,27,7,0,0,1,0,5,351,100,26068,30098,21043,0,57,-2,2079,4,320,1191,2,0,1,0,2
EUN1_3568283166',5,191,20,0,0,1,0,10,0,321,82,31525,31317,36881,4,294,18,1,0,2,0,7,281,69,29914,28104,38415,0,40,13,1611,2,3213,-1534,-1,0,-1,0,3
EUN1_3568200763',3,82,8,0,0,0,0,11,0,334,78,24466,28667,25213,2,52,12,1,1,1,0,2,342,102,27705,30020,32446,0,-8,-24,-3239,-4,-1353,-7233,-1,-1,-1,0,9
EUN1_3568177621',4,27,22,1,0,2,0,9,1,325,77,31732,30261,41697,9,29,13,0,0,1,0,9,329,73,28309,27723,32294,1,-4,4,3423,9,2538,9403,1,0,1,0,0
EUN1_3567822442',2,30,11,1,0,1,0,5,1,421,110,28795,32227,25603,5,34,5,0,0,0,0,6,353,88,24103,27981,17818,1,68,22,4692,6,4246,7785,1,0,1,0,-1
EUN1_3567773811',4,24,15,1,1,0,0,7,1,348,122,31821,31982,29729,2,22,11,1,0,2,0,9,316,72,26687,28612,29944,1,32,50,5134,4,3370,-215,0,1,-2,0,-2
EUN1_3567657167',5,28,8,0,0,0,0,7,1,359,102,26480,30222,26608,7,33,8,1,0,0,0,2,364,89,25663,29613,29679,1,-5,13,817,0,609,-3071,-1,0,0,0,5
EUN1_3567465764',5,23,11,1,0,0,0,4,1,355,110,27193,29968,22889,1,60,3,1,0,0,0,3,373,102,23730,28597,26379,1,-18,8,3463,8,1371,-3490,0,0,0,0,1
EUN1_3567440817',5,50,17,1,0,1,0,12,1,339,66,29464,29379,37604,5,27,16,1,0,2,0,7,357,114,30517,32073,34191,1,-18,-48,-1053,1,-2694,3413,0,0,-1,0,5
EUN1_3567385146',5,29,8,0,0,0,0,8,0,329,54,23186,26421,25833,5,40,7,2,0,0,0,2,349,84,24652,28319,23436,0,-20,-30,-1466,1,-1898,2397,-2,0,0,0,6
EUN1_3567186611',7,29,21,1,1,2,0,6,1,361,68,32361,32541,39467,2,135,9,0,0,0,0,8,284,120,24829,29294,30571,1,77,-52,7532,12,3247,8896,1,1,2,0,-2
EUN1_3567154497',3,32,10,0,0,0,0,9,0,335,75,25097,28165,33066,5,113,17,2,0,1,0,1,314,106,29474,29112,37507,0,21,-31,-4377,-7,-947,-4441,-2,0,-1,0,8
EUN1_3567134726',0,20,11,1,0,2,0,9,0,362,102,28172,30342,32534,1,27,10,1,0,0,0,5,330,95,26577,30313,28068,1,32,7,1595,1,29,4466,0,0,2,0,4
EUN1_3566635623',4,31,6,0,0,0,0,7,0,378,66,25707,28558,28740,2,26,11,2,0,1,0,5,361,82,25712,30107,26424,0,17,-16,-5,-5,-1549,2316,-2,0,-1,0,2
EUN1_3566289607',7,33,11,0,1,0,0,7,1,312,88,26129,29908,25058,5,32,9,2,0,0,0,0,365,95,26856,30471,28200,1,-53,-7,-727,2,-563,-3142,-2,1,0,0,7
EUN1_3566157479',2,26,13,0,0,2,0,10,1,361,91,30750,31243,41129,4,28,14,1,0,0,0,7,324,88,26696,28844,27355,1,37,3,4054,-1,2399,13774,-1,0,2,0,3
EUN1_3576142031',0,27,11,1,0,0,0,13,0,382,72,27447,29573,31768,4,29,25,1,0,2,0,1,410,108,35680,35197,35039,0,-28,-36,-8233,-14,-5624,-3271,0,0,-2,0,12
EUN1_3576141440',2,19,9,0,0,0,0,13,0,269,79,25817,23982,22562,4,30,25,2,0,4,0,2,382,88,34927,30623,39233,0,-113,-9,-9110,-16,-6641,-16671,-2,0,-4,0,11
EUN1_3576118848',5,33,10,0,0,0,0,5,0,326,90,25759,29021,25950,3,29,15,2,0,0,0,4,336,96,27383,31436,30834,0,-10,-6,-1624,-5,-2415,-4884,-2,0,0,0,1
EUN1_3575595041',4,27,13,1,0,3,0,7,1,376,99,29795,30530,28467,1,24,8,1,0,0,0,8,317,75,23536,26272,20623,1,59,24,6259,5,4258,7844,0,0,3,0,-1
EUN1_3575584163',3,66,17,1,0,1,0,10,0,313,101,28776,30570,35761,2,28,11,0,0,1,0,7,301,71,26038,25176,26828,1,12,30,2738,6,5394,8933,1,0,0,0,3
EUN1_3575021458',4,43,12,1,0,1,0,14,0,286,86,25896,26017,30361,1,27,17,0,0,2,0,4,326,110,31200,29339,31827,1,-40,-24,-5304,-5,-3322,-1466,1,0,-1,0,10
EUN1_3575003104',1,24,18,1,0,0,0,11,0,298,89,29067,28874,35577,0,32,21,1,0,0,0,3,339,90,30919,31496,37941,0,-41,-1,-1852,-3,-2622,-2364,0,0,0,0,8
EUN1_3574327367',5,21,11,1,0,0,0,7,0,338,101,26183,30635,30298,4,29,15,1,0,1,0,4,393,94,29042,32576,31147,0,-55,7,-2859,-4,-1941,-849,0,0,-1,0,3
EUN1_3574258824',4,24,16,2,0,1,0,5,1,360,91,29621,30886,36907,1,28,13,0,0,0,0,6,316,84,26899,29004,30490,1,44,7,2722,3,1882,6417,2,0,1,0,-1
EUN1_3574237447',1,26,17,1,0,1,0,1,0,343,96,30178,29705,35011,2,28,15,1,0,0,0,6,314,68,27132,26202,30341,1,29,28,3046,2,3503,4670,0,0,1,0,-5
EUN1_3571120900',2,40,7,1,0,1,0,9,0,397,94,26748,30995,25077,1,23,7,1,0,0,0,7,389,90,25314,29915,26758,0,8,4,1434,0,1080,-1681,0,0,1,0,2
EUN1_3570222957',4,26,10,1,0,0,0,12,0,325,84,26297,28764,28783,1,23,19,1,0,2,0,1,375,90,31791,31381,38241,0,-50,-6,-5494,-9,-2617,-9458,0,0,-2,0,11
EUN1_3568738665',3,21,8,0,0,0,0,15,0,314,80,23698,27012,26892,1,137,27,2,1,4,0,1,401,100,34916,35357,44903,0,-87,-20,-11218,-19,-8345,-18011,-2,-1,-4,0,14
EUN1_3568713164',1,23,11,1,0,1,0,5,1,305,110,26770,29235,31655,3,103,9,0,0,0,0,2,306,74,24157,26930,24910,1,-1,36,2613,2,2305,6745,1,0,1,0,3
EUN1_3568671544',3,30,13,0,0,1,0,8,1,367,80,28202,28782,31526,2,25,14,2,0,0,0,3,312,87,26602,30488,28745,0,55,-7,1600,-1,-1706,2781,-2,0,1,0,5
EUN1_3568581289',4,34,10,1,0,0,0,8,0,305,76,24588,26610,30281,0,26,20,1,0,2,0,4,325,103,30719,31048,36174,0,-20,-27,-6131,-10,-4438,-5893,0,0,-2,0,4
EUN1_3568557562',3,24,13,0,0,1,0,7,1,367,101,28159,30621,29570,4,26,9,1,0,0,0,6,356,98,26028,30699,27360,1,11,3,2131,4,-78,2210,-1,0,1,0,1
EUN1_3568150765',1,23,6,1,0,0,0,9,0,281,92,22897,28665,21330,4,26,15,0,0,1,0,0,402,78,29526,31724,34955,0,-121,14,-6629,-9,-3059,-13625,1,0,-1,0,9
EUN1_3568137137',2,20,17,1,0,1,0,5,0,343,82,29603,28511,39724,3,109,10,0,0,1,0,7,323,90,26838,28906,25306,1,20,-8,2765,7,-395,14418,1,0,0,0,-2
EUN1_3570314998',1,41,11,0,0,0,0,7,1,350,78,26169,27624,30707,6,24,12,2,0,1,0,5,343,91,27840,30533,39483,0,7,-13,-1671,-1,-2909,-8776,-2,0,-1,0,2
EUN1_3570291312',4,46,17,2,0,1,0,14,1,353,86,31006,29869,50917,3,25,21,0,0,2,0,3,294,42,29705,28951,45715,0,59,44,1301,-4,918,5202,2,0,-1,0,11
EUN1_3570249677',3,26,20,1,0,1,0,9,1,326,63,29639,28183,35190,1,31,13,1,0,2,0,3,317,68,27309,27146,41427,0,9,-5,2330,7,1037,-6237,0,0,-1,0,6
EUN1_3570228325',4,27,10,0,0,0,0,9,0,327,91,26337,29293,24092,7,29,14,2,0,1,0,4,363,95,28037,30224,27768,0,-36,-4,-1700,-4,-931,-3676,-2,0,-1,0,5
EUN1_3570205172',2,28,5,2,0,0,0,5,0,388,98,24151,30331,29783,4,23,6,0,0,0,0,0,338,80,22778,28498,27217,1,50,18,1373,-1,1833,2566,2,0,0,0,5
EUN1_3570140808',4,23,15,2,0,3,0,6,1,343,100,29651,29983,33607,4,28,13,0,0,0,0,10,355,64,26192,28652,36913,0,-12,36,3459,2,1331,-3306,2,0,3,0,-4
EUN1_3570123713',6,25,8,0,0,0,0,9,1,357,96,25686,27958,30094,5,26,17,1,0,0,0,3,384,80,28746,32210,35690,0,-27,16,-3060,-9,-4252,-5596,-1,0,0,0,6
EUN1_3570109081',5,44,13,2,0,0,0,14,1,333,92,26535,30841,36645,4,26,16,0,1,2,0,1,333,92,29416,32413,34922,0,0,0,-2881,-3,-1572,1723,2,-1,-2,0,13
EUN1_3570092232',2,30,6,0,0,0,0,10,0,388,76,24331,29528,26446,5,28,7,2,0,1,0,2,355,96,24976,28279,24793,0,33,-20,-645,-1,1249,1653,-2,0,-1,0,8
EUN1_3570061631',3,22,12,0,0,0,0,7,0,357,74,26610,28312,29373,6,30,19,2,0,0,0,5,384,73,29628,30524,39415,0,-27,1,-3018,-7,-2212,-10042,-2,0,0,0,2
EUN1_3570040585',3,23,12,0,0,0,0,5,0,284,96,26177,26224,25420,8,26,14,1,0,0,0,2,317,56,25895,26974,28088,0,-33,40,282,-2,-750,-2668,-1,0,0,0,3
EUN1_3569551997',2,26,12,0,0,0,0,11,0,370,88,26969,28602,29089,4,41,19,2,0,1,0,1,329,72,28916,29593,41158,0,41,16,-1947,-7,-991,-12069,-2,0,-1,0,10
EUN1_3569541352',4,28,15,2,0,1,0,4,1,358,95,28919,30410,35373,5,19,7,0,0,0,0,6,333,100,24324,30035,23867,1,25,-5,4595,8,375,11506,2,0,1,0,-2
EUN1_3569523555',6,40,17,0,0,0,0,10,1,355,95,27866,30855,36305,1,23,3,1,0,1,0,3,375,83,24170,27421,28751,1,-20,12,3696,14,3434,7554,-1,0,-1,0,7
EUN1_3569506506',5,26,12,1,0,0,0,9,0,337,59,25244,28038,32055,9,39,14,0,0,0,0,1,375,85,27550,29093,32353,1,-38,-26,-2306,-2,-1055,-298,1,0,0,0,8
EUN1_3569484832',2,22,11,1,0,0,0,15,0,292,90,25822,28720,28641,7,32,22,1,0,2,0,4,339,90,31548,31076,40819,0,-47,0,-5726,-11,-2356,-12178,0,0,-2,0,11
EUN1_3569180071',2,27,11,0,0,0,0,9,1,324,74,25825,27009,26175,1,21,12,2,1,1,0,2,388,110,28874,30915,34250,0,-64,-36,-3049,-1,-3906,-8075,-2,-1,-1,0,7
EUN1_3569122059',3,29,13,2,0,1,0,7,1,346,100,28103,29690,33268,7,27,14,0,0,0,0,8,373,104,28527,31797,34049,1,-27,-4,-424,-1,-2107,-781,2,0,1,0,-1
EUN1_3569107146',1,37,13,0,1,0,0,8,1,363,84,28767,29872,38301,4,24,11,1,0,1,0,4,382,75,27553,29603,29033,1,-19,9,1214,2,269,9268,-1,1,-1,0,4
EUN1_3574718916',6,28,14,1,0,2,0,5,1,382,92,30305,29403,28057,3,24,11,0,0,1,0,6,320,80,25159,26400,24389,1,62,12,5146,3,3003,3668,1,0,1,0,-1
EUN1_3572153063',3,60,18,0,0,0,0,7,0,332,97,29364,32115,37948,5,26,10,1,0,0,0,2,355,78,26302,29598,28166,1,-23,19,3062,8,2517,9782,-1,0,0,0,5
EUN1_3572124677',4,25,10,0,0,0,0,6,0,384,80,26794,30084,22543,4,28,10,0,0,0,0,0,430,88,27121,30069,24283,1,-46,-8,-327,0,15,-1740,0,0,0,0,6
EUN1_3570845353',3,25,14,1,1,0,0,11,1,350,107,28984,31425,35450,2,20,20,1,0,2,0,5,342,96,31524,32210,41132,0,8,11,-2540,-6,-785,-5682,0,1,-2,0,6
EUN1_3570399191',4,35,7,1,0,0,0,7,1,395,87,25047,28463,17658,5,31,5,0,0,0,0,2,355,78,23740,28536,19890,1,40,9,1307,2,-73,-2232,1,0,0,0,5
EUN1_3570331915',1,26,6,1,0,1,0,11,0,357,74,24580,28399,25890,3,27,18,0,0,0,0,1,366,90,29026,30808,34711,0,-9,-16,-4446,-12,-2409,-8821,1,0,1,0,10
EUN1_3576232481',1,31,7,2,0,0,0,8,0,328,104,23934,27993,24691,4,26,16,0,0,0,0,0,376,80,28998,30650,40582,0,-48,24,-5064,-9,-2657,-15891,2,0,0,0,8
EUN1_3576005307',3,31,5,0,0,0,0,18,1,329,67,22939,27348,21426,6,27,13,2,0,3,0,0,412,92,31043,31241,34655,0,-83,-25,-8104,-8,-3893,-13229,-2,0,-3,0,18
EUN1_3575967163',2,32,11,0,0,1,0,11,0,360,95,28308,30253,28745,8,33,16,2,0,1,0,2,329,76,28672,30260,30998,0,31,19,-364,-5,-7,-2253,-2,0,0,0,9
EUN1_3575942427',5,337,7,1,0,0,0,9,1,328,66,23432,27322,27253,2,27,12,1,0,1,0,3,371,100,27902,30497,24160,0,-43,-34,-4470,-5,-3175,3093,0,0,-1,0,6
EUN1_3575916637',2,29,4,0,1,0,0,12,0,319,84,22360,26886,23726,4,23,11,2,0,2,0,3,380,103,28878,29917,28088,1,-61,-19,-6518,-7,-3031,-4362,-2,1,-2,0,9
EUN1_3575896690',2,30,10,2,0,0,0,12,0,325,84,24568,26912,28466,3,40,10,0,0,2,0,0,391,104,28169,29920,27029,0,-66,-20,-3601,0,-3008,1437,2,0,-2,0,12
EUN1_3575734750',2,27,18,1,1,2,0,8,0,340,78,30771,29771,34210,2,31,10,0,0,0,0,8,280,86,25069,24803,33562,0,60,-8,5702,8,4968,648,1,1,2,0,0
EUN1_3575722017',4,80,16,2,0,2,0,9,0,400,86,31153,32197,42232,0,29,9,0,0,1,0,11,288,84,24559,27228,26904,1,112,2,6594,7,4969,15328,2,0,1,0,-2
EUN1_3575709745',3,28,6,1,0,0,0,3,0,354,108,23809,28369,23822,6,96,6,1,0,0,0,1,387,76,24251,29226,27443,0,-33,32,-442,0,-857,-3621,0,0,0,0,2
EUN1_3575615635',7,26,16,1,1,1,0,12,1,335,117,30266,29269,44752,5,32,14,1,0,1,0,2,282,70,26889,27928,32927,1,53,47,3377,2,1341,11825,0,1,0,0,10
EUN1_3575605328',5,25,16,1,0,1,0,5,0,343,91,28537,29318,31913,3,28,14,0,0,0,0,7,275,88,26264,28437,31834,0,68,3,2273,2,881,79,1,0,1,0,-2
EUN1_3575583446',4,44,21,1,0,2,0,9,1,328,108,31356,32529,40164,2,21,7,1,0,0,0,9,348,76,24707,26969,33717,1,-20,32,6649,14,5560,6447,0,0,2,0,0
EUN1_3575513936',2,16,11,1,0,0,0,5,1,301,69,23933,24604,33005,4,29,10,0,0,1,0,1,318,86,25922,30255,30560,1,-17,-17,-1989,1,-5651,2445,1,0,-1,0,4
EUN1_3575497415',5,29,17,1,1,1,0,4,1,371,99,31574,30937,34726,4,22,10,0,0,0,0,8,325,84,25691,30058,25275,1,46,15,5883,7,879,9451,1,1,1,0,-4
EUN1_3575460363',6,28,9,2,0,1,0,10,0,344,90,27406,29751,25414,7,45,11,0,0,1,0,4,352,82,26447,29583,26672,1,-8,8,959,-2,168,-1258,2,0,0,0,6
EUN1_3575438303',4,153,13,1,0,2,0,7,0,353,92,29656,30590,37698,7,33,15,1,0,1,0,8,354,86,29001,30975,29832,1,-1,6,655,-2,-385,7866,0,0,1,0,-1
EUN1_3575314876',3,28,14,1,0,0,0,12,1,379,107,31587,29353,32770,7,29,15,1,0,2,0,5,345,79,28459,28954,26094,1,34,28,3128,-1,399,6676,0,0,-2,0,7
EUN1_3575209586',7,33,13,0,0,1,0,7,1,341,100,30106,28439,29401,4,39,16,1,1,2,0,7,319,78,28417,28901,34348,1,22,22,1689,-3,-462,-4947,-1,-1,-1,0,0
EUN1_3576077353',5,25,8,0,0,0,0,4,1,355,112,26183,30827,30357,6,30,11,2,0,0,0,1,335,83,25300,29884,26938,0,20,29,883,-3,943,3419,-2,0,0,0,3
EUN1_3575808675',4,45,19,1,1,2,0,10,0,330,78,30138,31096,31340,1,25,7,1,0,0,0,6,347,97,24387,27643,31228,1,-17,-19,5751,12,3453,112,0,1,2,0,4
EUN1_3575797107',7,27,9,1,0,0,0,9,1,346,66,24222,26063,32440,5,139,17,1,0,1,0,1,368,90,27572,31654,36496,0,-22,-24,-3350,-8,-5591,-4056,0,0,-1,0,8
EUN1_3575783165',5,29,17,1,0,2,0,9,0,363,110,31597,31573,33836,5,24,12,1,0,0,0,10,311,75,25915,27229,26494,1,52,35,5682,5,4344,7342,0,0,2,0,-1
EUN1_3575600816',3,25,12,2,0,1,0,7,1,339,90,27900,28824,35505,5,92,17,0,0,1,0,9,303,70,27909,29696,38688,1,36,20,-9,-5,-872,-3183,2,0,0,0,-2
EUN1_3575515892',4,24,12,1,0,1,0,8,1,330,112,27504,30597,29758,3,24,15,1,0,1,0,2,356,100,29986,31147,35556,0,-26,12,-2482,-3,-550,-5798,0,0,0,0,6
EUN1_3575481013',3,39,13,1,0,0,0,6,1,396,108,27098,31124,31783,2,29,8,0,0,0,0,3,329,87,24359,27606,21635,1,67,21,2739,5,3518,10148,1,0,0,0,3
EUN1_3575053587',4,33,10,0,0,0,0,10,1,277,67,23947,25015,27869,5,27,20,1,1,2,0,2,347,80,32598,29709,41611,0,-70,-13,-8651,-10,-4694,-13742,-1,-1,-2,0,8
EUN1_3575032171',2,26,25,2,1,2,0,7,1,348,78,33093,33533,34909,1,38,7,0,0,0,0,6,297,90,23993,26340,30975,1,51,-12,9100,18,7193,3934,2,1,2,0,1
EUN1_3574981621',3,23,18,1,0,0,0,8,0,338,66,29060,30375,32861,10,35,16,0,0,1,0,2,339,101,29697,29385,28481,1,-1,-35,-637,2,990,4380,1,0,-1,0,6
EUN1_3574447650',4,28,16,1,0,2,0,8,0,348,120,31362,32836,30699,5,35,9,1,0,1,0,9,326,72,25512,27139,30135,1,22,48,5850,7,5697,564,0,0,1,0,-1
EUN1_3574411361',4,27,11,0,0,1,0,11,1,381,69,26464,28090,29848,6,34,13,1,0,1,0,3,410,91,29665,31477,43732,1,-29,-22,-3201,-2,-3387,-13884,-1,0,0,0,8
EUN1_3574369355',5,28,11,2,0,1,0,5,0,376,82,27513,28315,25995,4,83,13,0,0,1,0,5,347,84,27844,29290,34258,1,29,-2,-331,-2,-975,-8263,2,0,0,0,0
EUN1_3573975394',5,31,25,0,0,1,0,14,0,273,94,31364,30868,44599,7,23,22,1,0,1,0,6,312,59,30184,28231,39067,0,-39,35,1180,3,2637,5532,-1,0,0,0,8
EUN1_3573945844',2,98,12,0,0,0,0,10,1,347,100,26818,29816,31894,3,33,5,1,0,0,0,2,374,76,23689,29280,22573,1,-27,24,3129,7,536,9321,-1,0,0,0,8
EUN1_3576012021',6,35,16,1,0,1,0,10,1,294,79,28312,27402,34026,4,31,13,1,0,1,0,7,315,78,28026,28664,34710,0,-21,1,286,3,-1262,-684,0,0,0,0,3
EUN1_3573478286',3,25,9,1,0,0,0,12,0,340,88,26214,27994,29408,5,31,8,1,0,1,0,1,353,111,26755,28171,26584,1,-13,-23,-541,1,-177,2824,0,0,-1,0,11
EUN1_3573455032',3,30,19,2,0,2,0,9,0,333,88,31958,31209,34582,3,81,17,0,0,1,0,5,338,90,30132,29848,35188,1,-5,-2,1826,2,1361,-606,2,0,1,0,4
EUN1_3573437975',2,176,10,2,0,1,0,8,1,365,96,27254,30731,28515,7,36,8,0,0,0,0,1,342,108,25180,29537,28787,1,23,-12,2074,2,1194,-272,2,0,1,0,7
EUN1_3573224168',4,26,11,2,0,0,0,9,0,326,63,24957,27392,31907,3,24,14,0,0,2,0,0,384,75,29282,31413,38082,0,-58,-12,-4325,-3,-4021,-6175,2,0,-2,0,9
EUN1_3573197361',4,29,11,2,0,1,0,8,1,353,88,27810,29932,30613,1,33,14,0,0,0,0,5,350,103,28122,31283,35167,1,3,-15,-312,-3,-1351,-4554,2,0,1,0,3
EUN1_3575954857',3,58,7,1,0,0,0,11,0,365,98,25602,30130,22558,2,22,11,1,0,0,0,5,414,78,27483,31020,29339,0,-49,20,-1881,-4,-890,-6781,0,0,0,0,6
EUN1_3575783546',2,31,13,1,1,2,0,7,1,384,98,30759,30005,36715,5,33,14,1,0,0,0,6,280,90,26586,26709,39005,1,104,8,4173,-1,3296,-2290,0,1,2,0,1
EUN1_3575768624',2,40,19,1,0,0,0,5,0,350,75,29290,31896,41664,4,27,19,0,0,0,0,0,331,80,29467,29637,40844,0,19,-5,-177,0,2259,820,1,0,0,0,5
EUN1_3575406430',2,25,10,1,0,0,0,7,0,307,66,24914,29230,37105,4,27,19,0,0,0,0,2,368,86,28804,30784,38549,0,-61,-20,-3890,-9,-1554,-1444,1,0,0,0,5
EUN1_3575377686',0,18,16,2,0,1,0,13,0,362,88,30236,30784,31860,4,31,18,0,0,3,0,5,331,76,30135,27718,36081,1,31,12,101,-2,3066,-4221,2,0,-2,0,8
EUN1_3575331742',5,44,11,2,0,0,0,10,0,328,77,26002,27659,26561,6,30,19,0,0,2,0,1,353,74,30392,28991,35207,1,-25,3,-4390,-8,-1332,-8646,2,0,-2,0,9
EUN1_3575311847',2,26,20,1,0,1,0,8,1,323,72,31786,29112,35055,7,266,17,1,0,1,0,7,346,120,31510,31411,38120,1,-23,-48,276,3,-2299,-3065,0,0,0,0,1
EUN1_3575298510',4,70,21,0,0,2,0,9,1,372,84,32916,33231,38676,7,27,11,1,0,1,0,6,342,87,26571,28785,29661,1,30,-3,6345,10,4446,9015,-1,0,1,0,3
EUN1_3575285203',5,28,15,1,1,0,0,3,1,387,89,29349,31567,34365,11,31,10,0,0,0,0,4,355,94,25390,28396,30556,1,32,-5,3959,5,3171,3809,1,1,0,0,-1
EUN1_3575252904',8,25,19,0,0,1,0,10,1,318,70,29185,29354,34524,2,25,14,1,0,1,0,6,324,94,27925,28352,41160,1,-6,-24,1260,5,1002,-6636,-1,0,0,0,4
EUN1_3575240730',6,33,14,2,0,1,0,9,0,312,78,27298,28730,40283,1,20,20,0,0,2,0,7,358,102,30623,30559,41048,0,-46,-24,-3325,-6,-1829,-765,2,0,-1,0,2
EUN1_3575228559',1,25,13,2,0,0,0,12,1,363,66,26766,30463,33135,5,31,8,0,0,1,0,3,310,78,25818,27370,34189,1,53,-12,948,5,3093,-1054,2,0,-1,0,9
EUN1_3575192023',7,43,16,1,0,1,0,6,1,331,86,28788,28140,34596,4,30,15,1,0,1,0,7,326,77,28372,27964,36739,1,5,9,416,1,176,-2143,0,0,0,0,-1
EUN1_3575169847',7,51,13,0,0,0,0,10,1,322,68,26669,26443,26321,4,24,18,2,1,2,0,3,361,126,31278,32005,28691,0,-39,-58,-4609,-5,-5562,-2370,-2,-1,-2,0,7
EUN1_3575150400',4,25,6,0,1,0,0,9,0,375,84,24915,28678,26930,1,23,18,2,0,1,0,2,353,97,30685,32730,37795,0,22,-13,-5770,-12,-4052,-10865,-2,1,-1,0,7
EUN1_3574906100',2,227,13,2,0,0,0,9,0,337,116,28339,31335,33961,4,23,14,0,0,2,0,3,347,76,28134,29886,32902,1,-10,40,205,-1,1449,1059,2,0,-2,0,6
EUN1_3572695190',1,38,9,0,0,0,0,10,0,347,62,24974,27007,29180,5,28,18,2,0,1,0,2,374,102,31632,33249,41471,0,-27,-40,-6658,-9,-6242,-12291,-2,0,-1,0,8
EUN1_3576079066',4,45,13,1,0,1,0,8,0,386,106,27919,31955,28905,4,20,8,1,0,1,0,3,347,86,26037,26801,26357,0,39,20,1882,5,5154,2548,0,0,0,0,5
EUN1_3576054634',5,27,11,1,0,0,0,4,1,342,94,25185,29735,30159,4,28,8,1,0,0,0,4,369,98,25823,30115,30184,0,-27,-4,-638,3,-380,-25,0,0,0,0,0
EUN1_3576017189',2,35,11,1,0,0,0,8,1,398,85,27755,29921,31273,1,38,14,1,0,0,0,3,338,99,27987,29107,37429,0,60,-14,-232,-3,814,-6156,0,0,0,0,5
EUN1_3575966700',1,74,9,0,0,0,0,7,1,357,80,25877,28274,33243,5,27,17,1,0,0,0,1,332,71,28122,30436,33836,1,25,9,-2245,-8,-2162,-593,-1,0,0,0,6
EUN1_3575902203',3,40,9,0,0,0,0,7,0,347,98,26012,27579,30601,8,24,20,2,0,0,0,2,345,86,30323,31135,35705,0,2,12,-4311,-11,-3556,-5104,-2,0,0,0,5
EUN1_3575871055',1,24,14,1,0,0,0,14,0,347,90,27848,29622,31622,0,18,14,0,0,2,0,2,382,98,30272,32555,32416,0,-35,-8,-2424,0,-2933,-794,1,0,-2,0,12
EUN1_3575857738',2,39,13,0,1,1,0,10,0,333,102,26465,31410,34614,2,37,4,1,0,2,0,6,376,69,25488,28301,29510,1,-43,33,977,9,3109,5104,-1,1,-1,0,4
EUN1_3575839489',2,25,12,1,0,0,0,11,1,349,104,26941,30288,36994,4,31,14,0,0,2,0,1,398,87,30022,31416,36286,1,-49,17,-3081,-2,-1128,708,1,0,-2,0,10
EUN1_3574162345',6,55,14,0,0,0,0,9,0,335,77,28511,27971,32964,4,30,17,2,0,1,0,7,300,83,27712,27373,33907,0,35,-6,799,-3,598,-943,-2,0,-1,0,2
EUN1_3574144576',2,34,15,2,0,1,0,11,0,349,76,28062,30325,36312,3,266,8,0,0,1,0,3,337,96,25761,27483,36984,1,12,-20,2301,7,2842,-672,2,0,0,0,8
EUN1_3573633019',7,43,13,0,1,0,0,6,0,366,110,27479,32188,33211,1,24,13,2,0,0,0,4,361,90,26658,32066,32369,0,5,20,821,0,122,842,-2,1,0,0,2
EUN1_3573613960',2,94,18,2,0,0,0,14,1,338,74,29370,30425,44266,5,32,13,0,0,2,0,7,336,94,28435,28189,34585,1,2,-20,935,5,2236,9681,2,0,-2,0,7
EUN1_3573611134',1,30,5,0,0,0,0,14,0,356,84,23370,27854,16109,4,20,13,2,0,1,0,1,367,99,28141,30303,27430,0,-11,-15,-4771,-8,-2449,-11321,-2,0,-1,0,13
EUN1_3573577150',2,30,16,2,0,1,0,7,1,358,80,30179,29793,41234,5,29,15,0,0,0,0,7,328,88,28243,28145,35077,1,30,-8,1936,1,1648,6157,2,0,1,0,0
EUN1_3573555691',4,37,20,1,0,1,0,7,1,364,72,32096,29033,36436,3,29,7,0,0,0,0,6,304,80,23513,25372,26513,1,60,-8,8583,13,3661,9923,1,0,1,0,1
EUN1_3573168467',4,66,19,2,1,1,0,15,1,315,93,29363,30868,37944,0,28,10,0,0,1,0,1,384,127,30021,30701,29108,1,-69,-34,-658,9,167,8836,2,1,0,0,14
